头 (tóu)	head	2	1850f6e85fb3572eb7a1ddfb38a44599	我昨天没睡好,今天头很痛。	头疼。
脸 (liǎn)	face	2	c82c3ddbd60306e4099e6bd300c04807	她脸上总是带着温暖的笑容。	洗脸。
眼睛 (yǎnjīng)	eye	2	432c74902e7b9fdfbefcc663e1b59e7f	她有一双很大很漂亮的眼睛。	大眼睛。
鼻子 (bízi)	nose	2	6f4eca0aee3d1827db9fbbb71c60eafa	感冒了,我的鼻子塞得难受。	鼻子痒。
嘴 (zuǐ)	mouth	2	dcf1d6ffd68ef59be1fc50eb31ee6d84	这个孩子嘴很甜,见到长辈就问好。	嘴巴。
嘴巴 (zuǐba)	mouth	2	43e9461e669070ed5372b0a52c5b0322	请张开嘴巴,医生要检查你的喉咙。	小嘴巴。
耳朵 (ěrduo)	ear	2	177c887cd28cd6b213a5a00dc0a7cb9c	他的耳朵很灵,小声说话都能听见。	耳朵痛。
牙齿 (yáchǐ)	tooth	2	600a71d44defe3f2c53d9ab2e1dd93e8	每天早晚都要刷牙保护牙齿。	白牙齿。
舌头 (shétou)	tongue	2	2e2b352c378ae1be89e018808e360593	喝热汤的时候我不小心烫到了舌头。	伸舌头。
脖子 (bózi)	neck	2	5251c7f42cff4219969e5ec2160a95eb	我昨天睡落枕了,今天脖子很痛。	长脖子。
肩膀 (jiānbǎng)	shoulder	2	13ad46d900aae6589862c5c6ee0e1ac4	她肩膀上背着一个很重的双肩包。	肩膀疼。
背 (bèi)	back	2	cff7701974b01c115a193e61b3a379c3	长时间坐着工作,我的背很酸。	背痛。
胸 (xiōng)	chest	2	29a600fb64262566b40618afc65f54ee	跑了五公里,我感觉胸口有点闷。	胸口。
肚子 (dùzi)	stomach; belly	2	3b8e6a03f16eb2fa6aa84ba6c3e572e6	我肚子饿了,我们去吃饭吧。	肚子疼。
腰 (yāo)	waist	2	936584ee7c89ebf54db22a709d580140	我搬东西的时候不小心扭到了腰。	腰疼。
手 (shǒu)	hand	2	7980029b6eb8b51901aae9fef0e57b34	请把你的手洗干净再吃饭。	手心。
手指 (shǒuzhǐ)	finger	2	2687b21a06efea1deb103965f0ee7c8e	她手指很灵活,弹钢琴特别好听。	十个手指。
胳膊 (gēbo)	arm	2	50b724be3d71ca1c6ccdaafb8c1bc3dd	打疫苗后我的胳膊酸了一整天。	胳膊酸。
腿 (tuǐ)	leg	2	4d81f6713662978708b706a81864c063	这条裤子腿部有点紧,要不要换一条？	腿疼。
脚 (jiǎo)	foot	2	4ca0c971bfd7c302fcaaf574d0536e9a	走了一天的路,我的脚都肿了。	脚疼。
脚趾 (jiǎozhǐ)	toe	2	54343d1becdae3c8dd87ebbd38b2640e	我洗澡时不小心撞到了脚趾。	脚趾甲。
膝盖 (xīgài)	knee	2	a885c05f0e7769b3b7ba8d435b452cb7	跑步要小心,不要伤到膝盖。	膝盖伤。
头发 (tóufa)	hair	2	ebf115a072414e6f5adec21f656b5921	她的头发又长又黑,非常漂亮。	长头发。
皮肤 (pífū)	skin	2	8e3cf621264ef47e3b2b3c9851908b9e	她的皮肤又白又嫩,看起来很年轻。	皮肤好。
心 (xīn)	heart	2	49679fedadc12129cbf68999d5962bc6	听到这个好消息,我心里特别高兴。	心情。
血 (xuè)	blood	2	96924b46467f74ab75c51f7bb059e0bc	他不小心切到手指流了点血。	出血。
骨头 (gǔtou)	bone	2	1f21b8e1a83da1ae4acfaceaa6c2b1f7	老人的骨头比较脆,要小心摔倒。	骨头汤。
身体 (shēntǐ)	body; health	2	74e952f1dda30749d2ad6c7d11073e91	经常锻炼对身体很有好处。	身体好。
个子 (gèzi)	height; stature	2	04fd99350d5ab2cb5cfa4dfadc3c4886	她个子高,适合打篮球。	高个子。
力气 (lìqi)	strength	2	65bad3df6db64c1b4475b5176c2ac525	搬这个箱子需要点力气,你能帮我吗？	没力气。
爸爸 (bàba)	dad; father	2	0dc9bc672a9b4dad74b470b9f5ede340	我爸爸是个工程师,在国企工作了三十年。	爸爸。
妈妈 (māma)	mom; mother	2	f6ff748ca69738efc2f687c07c63680f	我妈妈做的红烧肉特别好吃。	妈妈。
父亲 (fùqīn)	father (formal)	2	7a41dd5716810eae1f1f5ffe6cce2d81	我父亲是一位退休的大学教授。	父亲节。
母亲 (mǔqīn)	mother (formal)	2	dada6d1e93184bc934201a2617a950bf	母亲节我打算回家陪妈妈过。	母亲节。
哥哥 (gēge)	older brother	2	0bf509112cf33fc8bd4f2de491395c59	我哥哥比我大三岁,他已经结婚了。	大哥。
弟弟 (dìdi)	younger brother	2	08876e27a9fe2518f9dafde18f805eab	我弟弟还在上大学,正在准备考研。	小弟。
姐姐 (jiějie)	older sister	2	e1bfe0ab16c18543627e5c1f88e71e11	我姐姐在上海工作,我们好久没见了。	大姐。
妹妹 (mèimei)	younger sister	2	eca862d1cbbf924cd3603b6e8f938b45	我妹妹今年刚高考完,正在等录取结果。	小妹。
