我 (wǒ)	I; me	1	61bac2bafbd3b6c28be8059fedf16f2c	我是中国人,我住在北京已经十年了。	我是学生。
你 (nǐ)	you	1	0d87b0152a12d0e25df10e4ac7041a80	你今天过得怎么样,有没有什么有趣的事情？	你好吗？
他 (tā)	he; him	1	f3ab538e23341080204724d23daf99b5	他是我最好的朋友,我们一起长大。	他在家。
她 (tā)	she; her	1	2da0c3efedba1345f9ac4c26d5c94fc6	她每天早上都会去公园跑步锻炼身体。	她很漂亮。
它 (tā)	it	1	9e35b509ca7b6a305481c33bd0a765c0	这只小猫很可爱,它喜欢在沙发上睡觉。	它很可爱。
我们 (wǒmen)	we; us	1	168129e338503810304b3b57e4b01e39	我们这个周末打算一起去爬山,你要不要来？	我们走吧。
你们 (nǐmen)	you (plural)	1	19781b2de37aecd3b0170b22b71e6bc8	你们什么时候能完成这个重要的项目？	你们好。
他们 (tāmen)	they; them	1	7ee53505b282cea751aaefba1e87585d	他们刚从上海出差回来,带了很多礼物。	他们在哪儿？
自己 (zìjǐ)	oneself; self	1	5a3f3258c7a0fbf0750496c7d9ee5a69	你要相信自己,不要总是依赖别人的帮助。	靠自己。
大家 (dàjiā)	everyone	1	988349993e28965baae2eefe1c0b4ca7	大家都来了,我们可以开始今天的会议了。	大家好。
不是 (búshì)	to not be	1	77e2fbb10166160ccd9f1c42fc349a87	这不是我的手机,我的应该是黑色的那一个。	这不是。
有 (yǒu)	to have; there is	1	137daaa990ee4fbfb4779c8e577be96c	你有时间帮我看一下这份合同吗？	我有钱。
没有 (méiyǒu)	to not have	1	3ac830c3a68963e619d449be67ed0498	对不起,我今天没有带现金,可以刷卡吗？	没有问题。
在 (zài)	at; in; to be at	1	594b1748ceb3fa9b218456a01bcf7395	我现在在地铁上,大概二十分钟后到。	他在家。
去 (qù)	to go	1	e8e76ccdb2e354f7a348e959239089ca	我打算下个月去深圳出差一周。	去哪儿？
来 (lái)	to come	1	7884f8bb95c3651826248787686d9fe6	欢迎你来北京,我请你吃正宗的烤鸭。	过来。
要 (yào)	to want; will; need	1	7fadba16cc073d4441da5021b7a328a2	你要不要再喝一杯茶,我刚泡好的。	我要走了。
想 (xiǎng)	to think; to want	1	501c1b38d60451db879e1d9c0e5b40a8	我想明年去上海工作发展我的事业。	我想你。
会 (huì)	can; will; know how	1	e95f83d44109b7227229ee54afad7929	她会说三种语言,真的很厉害。	我会做。
