自然 (zìrán)	nature	7	f5c1eb088f096d209b5dd0ac312018a7	大自然的力量令人敬畏。	大自然。
生态 (shēngtài)	ecology	7	a38d85b3d5538a36e6ed714df34812d6	生态平衡很重要。	生态系统。
树 (shù)	tree	7	1944c92d9ae27309e9ecaf30613cd2bb	这棵树有几百年历史了。	大树。
树木 (shùmù)	tree	7	ded6fcbefcf45e617509601939861e6e	公园里树木茂盛。	高大树木。
松树 (sōngshù)	pine tree	7	95b7b687ff4d2f629d9834dadad3d2e1	松树四季常青。	大松树。
柳树 (liǔshù)	willow tree	7	916932a8f3fd7d0c8a4922a8f5c1cd84	柳树的枝条很柔软。	柳树。
枫树 (fēngshù)	maple tree	7	82bc847142b9f62c4d4daa53a2e4a2bf	秋天枫树叶变红。	枫树。
竹子 (zhúzi)	bamboo	7	9865bd3d6aa5a429cf53cab8ee3191ae	熊猫喜欢吃竹子。	翠竹子。
草 (cǎo)	grass	7	4166ccfe4f14407a1c0be3bb5ef1c699	草地上躺着真舒服。	绿草。
花 (huā)	flower	7	b9a38558cd839664946c9aa58ef2b768	这束花真漂亮。	大花。
玫瑰 (méiguì)	rose	7	dd7f3aaabcb0c677356fd466f32e0887	红玫瑰象征爱情。	红玫瑰。
百合 (bǎihé)	lily	7	0af21fd01336ed54948a90504bd7c66d	百合花的香味很浓。	白百合。
菊花 (júhuā)	chrysanthemum	7	5358ce42b735aa467654c3c6057edfb8	菊花是秋天的代表。	黄菊花。
向日葵 (xiàngrìkuí)	sunflower	7	477baec21e664f2ce2934e21eb84edc5	向日葵总是朝着太阳。	大向日葵。
郁金香 (yùjīnxiāng)	tulip	7	1a24cb62f0745b45c3a3182159d8f870	荷兰的郁金香很有名。	郁金香。
牡丹 (mǔdan)	peony	7	8c78ab6a90103a780b6c5a7512ac27fa	牡丹是富贵的象征。	大牡丹。
莲花 (liánhuā)	lotus	7	d0b7ca41cb81978ca584ecf47ea3721b	莲花出淤泥而不染。	白莲花。
樱花 (yīnghuā)	cherry blossom	7	f7ff23823beb573339eb1cfc8e464a7c	日本的樱花举世闻名。	粉樱花。
桃花 (táohuā)	peach blossom	7	caea741e1da388131cc9e33238d31be7	春天的桃花特别美。	桃花。
