un / une	a / an / one	1	3ddaf0ef9f927195d42049a66d381714	J’ai vu une femme à l’hôpital ; un de ses bras était cassé.	Il acheta un livre à la librairie.
à	to	1	76ba5492a6ddd9b86c84aacfc69f816e	Je vais à Paris avec mes parents et ma petite soeur cet été.	Je vais à l'école tous les matins.
en	in / by	1	cc00e3b66d89978ef45bc30cb73a2d3d	L’an prochain, je serai en Irlande. J’irai en train.	Nous voyageons en train pour Paris.
le / la	the	1	3789b21403dd6ced7a2f049ab929e357	Je veux adopter le chat et la lapine que nous avons vus au refuge.	Le chat est sur le toit.
et	and	1	6e81787944e04178a821d094bd6517ef	Nous sommes faits pour être ensemble, toi et moi.	Marie et Pierre sont amis depuis l'enfance.
être	to be	1	be1deb0a66fa8932d74eb3dc4eec5fb0	Pas besoin d’être un champion du monde pour s’amuser au golf.	Il est heureux de vous rencontrer.
de	from	1	ee1b2c59a851ed4eba896b0a34e69dd7	La grand-mère de mon père venait de Pologne.	C'est la voiture de mon frère.
avoir	to have	1	8000c4a836b285de83a0c04df2ab3a47	Il est difficile d’avoir du temps pour soi quand on travaille trop.	J'ai un chien très joueur.
que	that / who / whom	1	fc2c0df1cc0eb118866c840f01e154c4	La jeune fille que j’ai rencontrée hier était enseignante.	Je crois que c'est une bonne idée.
ne	not	1	4e7888e4eba09ba5b26465c70924bb2f	Je ne crois pas que tu aies fait le bon choix.	Il ne veut pas venir avec nous.
dans	in / into	1	47182a6c0f4e53dbc011376d95831825	J’ai mis une bouteille d’eau dans ton sac à dos.	Elle a trouvé ses clés dans le tiroir.
ce / cette	this / that	1	b7f7d736168d8ad98f17e04b79ef95cf	Ce nouveau magasin vient d’ouvrir de l’autre côté de la rue.	Ce livre est intéressant à lire.
il	he / it	1	4e882eeced919ea1b97c46ba6e6a591d	Il m’a dit qu’il était déjà huit heures.	Il est en retard pour le rendez-vous.
qui	who / whom	1	79ff447ba6643c4aaa93ca0cb3ae2197	Qui a mangé la dernière part de gâteau ?	L'homme qui parle est mon professeur.
