albero	tree	7	338a96591f778e7af4cce7b601d785d2	L'albero più alto del giardino è una grande quercia secolare piantata da mio bisnonno tanto tempo fa.	Un grande albero.
quercia	oak	7	ddc08a4246b8bc30e7e085223c1dec5d	La quercia di fronte a casa mia ha più di duecento anni e produce ghiande in autunno.	Una vecchia quercia.
pino	pine	7	3080d0cf183721b6c35affb8e3bf8f15	Il pino marittimo cresce lungo tutta la costa toscana e profuma l'aria di resina balsamica.	Pino mediterraneo.
ulivo	olive tree	7	7a62b61ecfb8e270c74a8dafc76411ea	L'ulivo è il simbolo della Toscana e produce olive nere mature in autunno per fare l'olio.	Ulivi secolari.
abete	fir / spruce	7	6c2be783b818a4a3611256b9b7f97f1e	L'abete bianco delle Alpi è perfetto come albero di Natale per le festività di dicembre.	Un abete maestoso.
faggio	beech	7	a5afab9787aecbd801d5908b1aa2475b	Il faggio cambia colore in autunno e le sue foglie diventano di un bel rosso intenso.	Un faggio antico.
palma	palm tree	7	217f4aacc91dba034f40937f47d52d8f	La palma sulla spiaggia ondeggia al vento del mare durante una tipica giornata estiva tropicale.	Una palma alta.
salice	willow	7	96f00994e47070f3462c11221ea6453d	Il salice piangente cresce vicino al fiume e i suoi rami arrivano fino all'acqua chiara.	Un salice piangente.
betulla	birch	7	6ee1d9373ed07373b0b435ad135e70a0	La betulla bianca delle foreste del nord ha una corteccia particolare e foglie piccole verdi.	Una betulla snella.
melo	apple tree	7	fe0e2fe499dba85ed54677a881e39d41	Nel giardino di mia nonna c'è un vecchio melo che produce mele dolcissime ogni autunno.	Un melo carico.
pero	pear tree	7	e0930567dc04aa6771e01634e7733fcd	Il pero del giardino è in fiore ed è bellissimo durante la primavera della valle umbra.	Un pero fiorito.
fico	fig / fig tree	7	7c48884fec6b4fc057fab30146343448	Il fico del cortile produce frutti dolcissimi a fine agosto che mangiamo direttamente dall'albero.	Un fico dolce.
cipresso	cypress	7	4d3a2a44526dba47260942bc17839420	Il cipresso è il simbolo dei paesaggi toscani e si trova lungo tutte le strade di campagna.	Un cipresso solitario.
acero	maple	7	841ef77999408100bb550589632ee60f	L'acero canadese tinge le sue foglie di rosso fuoco durante l'autunno settentrionale per qualche settimana.	Foglia d'acero.
castagno	chestnut tree	7	b576bd1cb446bdc69e9ab04444a6c0f1	Il castagno produce castagne dolci che raccogliamo in autunno nei boschi delle Alpi italiane.	Un castagno gigante.
fiore	flower	7	de43660386db04fa5dce2030568416b0	Il fiore preferito di mia madre è la rosa rossa che le regalo per il suo compleanno.	Un bel fiore.
tulipano	tulip	7	d7b128a3bd157f4bea00e8d09e7913bc	I tulipani olandesi sono famosi nel mondo per i loro colori intensi e variegati di primavera.	Un tulipano rosso.
girasole	sunflower	7	24463396920a00752f61ffc9365b0558	Il girasole gira la sua testa enorme verso il sole durante tutto il giorno di estate.	Un campo di girasoli.
margherita	daisy	7	649b7e6ef5b75a95d166b8b266619494	Le margherite del prato sono semplici ma bellissime e mi ricordano l'infanzia in campagna.	Una margherita bianca.
gelsomino	jasmine	7	32db1b4272ec6a0d9eab1cfabe2fcf69	Il gelsomino profuma tutta la terrazza durante le sere d'estate creando un'atmosfera magica e romantica.	Profumo di gelsomino.
lavanda	lavender	7	70bf419a95ffb92216cb07b889fdfb12	I campi di lavanda della Provenza sono uno spettacolo unico durante l'estate per i turisti.	Olio di lavanda.
narciso	narcissus	7	cbb1d8259dc2b7335b206a32bf806cbb	Il narciso giallo sboccia in primavera vicino ai laghi alpini delle nostre belle montagne italiane.	Un narciso profumato.
giglio	lily	7	87bbe64ae8cc5fdcacdedd0a21e95c71	Il giglio bianco simboleggia la purezza e si usa spesso nelle decorazioni dei matrimoni religiosi.	Un giglio elegante.
orchidea	orchid	7	122906bf17a7bba2f413ca3a90e338fb	L'orchidea è una pianta delicata che richiede cure specifiche per fiorire bene durante l'anno.	Un'orchidea rara.
mughetto	lily of the valley	7	effc7d0e3fca58feeef8d153c6df4f00	Il mughetto fiorisce in maggio e i suoi piccoli fiori bianchi profumano i boschi alpini freschi.	Un mughetto delicato.
papavero	poppy	7	86cf0ba33916bfbe2fa5a5445d79c909	I papaveri rossi colorano i campi di grano in primavera creando un contrasto cromatico bellissimo.	Papaveri rossi.
ciclamino	cyclamen	7	941d4a85ee859a410282241a6b04150c	Il ciclamino è un fiore tipico dell'autunno e arricchisce i giardini con i suoi colori intensi.	Un ciclamino rosa.
zucchina	zucchini	7	e8a83f654b84d89835fe6a8373721a5c	Le zucchine del mio orto sono cresciute molto bene quest'anno grazie alle piogge estive di luglio.	Zucchine fresche.
melanzana	eggplant	7	9cdcfe6c5f54d7b827a770a564e4c47e	La melanzana alla parmigiana è uno dei piatti più tipici della tradizione culinaria napoletana antica.	Una melanzana viola.
peperone	bell pepper	7	66efabd122939bcb1eb85c8fb1c623c5	Il peperone giallo è dolce e perfetto da mettere nell'insalata mista per pranzo durante l'estate.	Peperone ripieno.
sedano	celery	7	103b71709ad117231540884f57d6466f	Il sedano dà sapore al brodo di carne ed è ottimo anche da mangiare crudo come spuntino.	Un gambo di sedano.
finocchio	fennel	7	1549c9258b22d884a537940fb6193318	Il finocchio crudo è perfetto come spuntino sano e digestivo dopo un pasto abbondante e pesante.	Finocchi freschi.
fagiolo	bean	7	2bd222c16d993a3c6fa521e330679be3	I fagioli borlotti con la pasta sono un piatto tradizionale veneto della cucina povera contadina.	Fagioli secchi.
lenticchia	lentil	7	973ba6ce9f3a5570b03673c31189e8ce	La lenticchia di Castelluccio è famosa in tutta Italia per la sua qualità e il sapore unico.	Una lenticchia umbra.
