forchetta	fork	4	24133013a85d8c67c4fa0293adcda850	Mangio la pasta con la forchetta e cerco di non sporcarmi la camicia bianca.	Una forchetta pulita.
coltello	knife	4	6a1096952f5b990a528f5aed8c1f4996	Devo affilare il coltello prima di tagliare la carne dura del pranzo della domenica.	Un coltello affilato.
cucchiaio	spoon	4	de71f2773a4b1613114d81416869b631	Mescolo lo zucchero nel caffè con il cucchiaio piccolo che mi ha regalato mia nonna.	Un cucchiaio d'argento.
cucchiaino	teaspoon	4	9f6bf11b332b8e49a5978cad9a32159d	Aggiungo solo un cucchiaino di zucchero al tè caldo per non renderlo troppo dolce.	Un cucchiaino da tè.
pentola	pot	4	27eeee92ad1b6f31af9720c72a1c9505	La pentola dell'acqua bolle sul fornello e posso finalmente buttare la pasta dentro.	Una pentola grande.
padella	pan	4	2183336ba1e78b9caacc38b4d2473168	Friggo le uova in una padella antiaderente con un po' di olio extra vergine.	Una padella calda.
forno	oven	4	734dd0e23560035c8a31e3b6ad5278ab	Metto la torta nel forno a centottanta gradi per circa quaranta minuti precisi.	Pollo al forno.
frigorifero	refrigerator	4	fd6aec8e8a6ca2dd9e7e0382d67427fb	Il frigorifero è pieno di cibo perché ieri ho fatto la spesa al supermercato grande.	Apri il frigorifero.
lavandino	sink	4	f4b5fb29e4abddee373a9696efc15faa	Il lavandino della cucina è pieno di piatti sporchi che devo lavare adesso.	Un lavandino pulito.
coperchio	lid	4	5c8446298bfcbbb825af714d03e33058	Metti il coperchio sulla pentola per far cuocere la zuppa più velocemente al fuoco.	Un coperchio pesante.
mestolo	ladle	4	8590dc6cfe7bea5e2eedc6c418d3f7ed	Servi la minestra con il mestolo grande nel piatto fondo che ho preparato per te.	Un mestolo di legno.
tagliere	cutting board	4	25f97a1569a7766517b3716bae5b3d8f	Uso il tagliere di legno per tagliare le verdure fresche per la cena di stasera.	Un tagliere di legno.
ciotola	bowl	4	798a705329fa1dfaf26d0bb4a4008198	Mangio i cereali in una ciotola grande con un po' di latte freddo a colazione.	Una ciotola di legno.
vassoio	tray	4	39852d0d1c9f59b8748eb1613b3da7c8	Servo il caffè agli ospiti su un vassoio elegante che apparteneva a mia bisnonna.	Un vassoio d'argento.
tovagliolo	napkin	4	b7ab05dbd2e8ffbbb8bda846da80eb03	Metto sempre un tovagliolo di stoffa accanto al piatto quando preparo la tavola per gli ospiti.	Un tovagliolo di carta.
tovaglia	tablecloth	4	e17416d701e655b02efafe8fea7ff0ca	Stendi la tovaglia bianca sul tavolo prima di apparecchiare per la cena di domenica.	Una tovaglia ricamata.
caffettiera	coffee maker	4	c9d6433417567c58c1955ca6e9476b0e	Preparo il caffè ogni mattina con la caffettiera napoletana che mi ha regalato mia madre.	Una caffettiera grande.
fornello	stove burner	4	228377bd3e6b93a16e2e37a382a7bf59	Accendo il fornello a gas per mettere a bollire l'acqua della pasta della cena.	Un fornello a gas.
lavastoviglie	dishwasher	4	b3653cfa304a6e263b9fa443162489b9	Carico la lavastoviglie ogni sera dopo cena con tutti i piatti sporchi del giorno.	Apri la lavastoviglie.
cassetto	drawer	4	6cc9318e1508e230718e6cfa6ba98818	Le posate sono nel cassetto in alto a destra della cucina, vicino al lavandino.	Apri il cassetto.
doccia	shower	4	aeaab06d8992d77baf29424801208300	Faccio la doccia ogni mattina prima di andare al lavoro per svegliarmi del tutto.	Una doccia calda.
vasca	bathtub	4	be4135df4856ec6349ba73c03fb96995	Mi rilasso nella vasca con i sali profumati dopo una lunga giornata di lavoro stancante.	Una vasca da bagno.
sapone	soap	4	dbbc77d94c4f8e76e986f46a63c2e0d3	Mi lavo le mani con il sapone profumato prima di mangiare la cena con la famiglia.	Un sapone delicato.
asciugamano	towel	4	cfe7439af22ce261a82535e039967361	Mi asciugo i capelli con un asciugamano morbido dopo aver fatto la doccia calda.	Un asciugamano pulito.
spazzolino	toothbrush	4	18b5e4718b375f21903bef74e216e542	Mi lavo i denti con lo spazzolino elettrico due volte al giorno per mantenerli sani.	Uno spazzolino nuovo.
dentifricio	toothpaste	4	b76c43cc3d1496125f7858c8fd91f745	Compro sempre il dentifricio alla menta perché lascia un sapore fresco in bocca a lungo.	Dentifricio alla menta.
