chiamare	to call	2	00b48097f5926791749655cc4647564b	Devo chiamare mia madre per dirle che arriverò più tardi del previsto.	Mi chiamo Marco.
chiedere	to ask (request)	2	9fae234656346079f9a858be0d0c5132	Voglio chiedere un favore importante a un amico fidato di lunga data.	Posso chiederti una cosa?
rispondere	to answer	2	d6c13c17e6a46b2b32da466253711ba8	Devo rispondere a tutte le email arrivate stamattina prima di pranzo.	Rispondi al telefono!
mostrare	to show	2	72e3f8916265c0a2fee54c55447e5238	Ti voglio mostrare le foto del mio ultimo viaggio in montagna.	Mostrami il libro.
ricevere	to receive	2	17fab80c4c1a22cf6dbca266350d42a0	Ho ricevuto un bellissimo regalo per il mio compleanno dai miei amici.	Ho ricevuto la lettera.
raccontare	to tell (a story)	2	5d2ec61923cf010474f30084c6b1d516	Ti voglio raccontare una storia molto divertente che mi è successa ieri sera.	Raccontami tutto.
spiegare	to explain	2	3678fd017a5e0d0bf96dbbf36bbc5369	Il professore deve spiegare di nuovo la lezione perché molti non hanno capito bene.	Spiegami questo.
ringraziare	to thank	2	b3aafd7f7142f2134a0ca0bd89efa6e6	Voglio ringraziare tutti voi per l'aiuto che mi avete dato in questi giorni difficili.	Ti voglio ringraziare.
salutare	to greet	2	d7f3a9b5fd8e3afc77830907653d7070	Quando vedo i miei amici al bar, li saluto sempre con un abbraccio caloroso.	Salutami i tuoi.
presentare	to introduce	2	e5d7fda6efb3d1754f1c14c7d6626f3d	Ti voglio presentare il mio nuovo collega, è una persona davvero simpatica e gentile.	Ti presento Marco.
invitare	to invite	2	3a1d8eaa9f0e04506d7e3f5715c01192	Voglio invitare tutti i miei amici alla festa di compleanno di sabato sera.	Ti invito a cena.
accettare	to accept	2	27992302d6af4f89cd248e439b2f32c8	Devo accettare il fatto che non tutto va sempre come vorrei nella vita.	Accetto la sfida.
rifiutare	to refuse	2	7ac1304ecd15d39c3663d5a65a9feba0	Non posso rifiutare un invito così gentile da parte dei miei vecchi amici.	Ha rifiutato l'offerta.
promettere	to promise	2	e2e3582f2b1eb35c612a2a6d3bc7f570	Ti devo promettere che starò più attento e che cercherò di non sbagliare più.	Te lo prometto.
preferire	to prefer	2	e03d8d288d2da7ba0f5fab8bcaa63f21	Preferisco stare a casa stasera invece di uscire al cinema con tutti gli altri.	Cosa preferisci?
preparare	to prepare	2	d9699f0a0a5de065bcc72f155666b50c	Devo preparare la cena per i miei ospiti che arriveranno tra circa un'ora.	Preparo tutto io.
cucinare	to cook	2	541c7e7ea56e949ac611ad3187598c7a	Mia madre cucina sempre piatti tradizionali italiani che piacciono a tutta la famiglia.	Cucino la pasta.
