un spectacle	a show	9	cf9666bffecdb0d9d1a87554b285b857	Le spectacle de cirque a emerveille tous les enfants du quartier samedi soir.	Le spectacle de danse était époustouflant.
un pari	a bet	9	aee8336285f0c5f71c982c7b0414da30	Mon mari a perdu son pari avec son frere a propos du match.	C'était un pari risqué mais ça a payé.
définitif / définitive	definitive	9	5faeb9b054c38c58f6acc41f29b75dac	On attend toujours la decision definitive de la mairie concernant le nouveau parc.	C'est le résultat définitif de l'enquête.
ouest	west	9	745fd60eebbe265653bb663cf2fdd418	Mon oncle habite dans l'ouest de la France pres des cotes atlantiques.	Le soleil se couche à l'ouest.
un sexe	a gender	9	72a454899b993e4dd342811a339a9aa6	On ignore encore le sexe du bebe avant la prochaine echographie de fevrier.	Le sexe de l'enfant est une surprise pour les parents.
un recours	a recourse / a remedy	9	8a936fbab84fe2a485104899fdd9a434	Le seul recours possible est de saisir le tribunal des affaires familiales.	Il n'avait d'autre recours que de démissionner.
un accent	an accent	9	22b63979a5c937c518f5ebda97645a5e	Mon professeur de francais a un leger accent du sud tres charmant.	Son accent anglais est parfait.
introduire	to introduce	9	ebe0ebdd570bee5513e364285a575f8d	On va introduire une nouvelle methode pedagogique dans notre ecole l'annee prochaine.	Il a introduit de nouvelles règles pour améliorer la sécurité.
communiste	communist	9	9b2488dbec789c1bcfce0de536530678	Mon arriere-grand-pere etait un militant communiste actif dans les annees trente.	Il a adhéré au parti communiste dans sa jeunesse.
célèbre	famous	9	e58bdf1b588ec92007a1ac1959b7db3d	Cette chanteuse francaise est devenue celebre dans le monde entier maintenant.	Elle est devenue célèbre grâce à ses talents musicaux.
une couverture	a blanket	9	e1c55f101046382120b91e10ecba7b95	Ma grand-mere a tricote cette belle couverture en laine pour mon premier bebe.	La couverture est douce et chaude.
une religion	a religion	9	45a3d858aed115a22b58cde61e835539	Chaque religion possede ses propres rituels et ses propres traditions ancestrales.	La liberté de religion est garantie par la constitution.
un appui	a support	9	4d0bc22cb96f523246fd145ba7c70e6d	Mon mari trouve un grand appui dans sa famille pendant ses moments difficiles.	Il a besoin de l'appui de ses collègues pour ce projet.
un concert	a concert	9	e5397cdb7e9fb183e62b76d93ea4be2a	Le concert de ce groupe rock dans la salle municipale fut vraiment impressionnant.	Ils ont assisté à un concert de musique classique.
saint / sainte	saint / holy	9	5ac33bd67f24711681cc120bc1b21a6a	Mon fils porte le prenom du saint patron de notre village natal.	Saint Nicolas est le saint patron des enfants.
conséquent / conséquente	substantial / significant	9	74d6b46872bae0f302bb26369272e9cc	Cet heritage familial conséquent a vraiment change la vie de mon frere cadet.	Il a reçu une somme conséquente pour son travail.
un équipement	equipment	9	45cf3df3a9b64a91620444129cbc0901	Mon equipement de ski est vraiment trop vieux pour la prochaine saison hivernale.	Ils ont investi dans un nouvel équipement de pointe.
descendre	to go down / to come down	9	a203c5013bb7bdc00bb7cfb1112e55be	Tu peux descendre prendre le pain qui est sur la table de la cuisine ?	Il est descendu de l'arbre après avoir cueilli des fruits.
un théâtre	a theater	9	9705730a8eff37badd282b4809432ded	Mon fils a vu sa premiere piece dans le grand theatre de notre ville.	Ils ont visité un vieux théâtre datant du 18ème siècle.
une marge	a margin	9	f2bd3a001abd15de10b43ac01b0b8ce6	Le bord de la marge de ce livre est toujours rempli d'annotations.	Il y a une marge d'erreur à prendre en compte.
un abri	a shelter	9	03ed23f353d0c259ca29ea62420022c2	Les randonneurs ont trouve un bon abri dans une vieille bergerie de pierre.	Ils ont trouvé un abri sous un grand chêne pendant l'orage.
une recette	a recipe	9	ec4e1aebc315fdd433511fe8b6f31c21	Cette recette de tarte aux mirabelles vient de ma grand-mere lorraine.	Elle a trouvé une recette délicieuse de gâteau au chocolat.
