abschließen	to lock / to complete	8	96c9382dd1de532b9a136daa647fdffe	Vergiss nicht, die Haustür abzuschließen, bevor du ins Bett gehst.	Ich habe die Tür abgeschlossen.
ausgehen	to go out	8	e0379fec7577fc43280bec7c35f4f199	Am Wochenende geht sie gerne mit ihren Freundinnen in der Stadt aus.	Wir gehen heute Abend aus.
einkaufen	to go shopping / to shop	8	7621f62ef7209191541ed6365b5f90cf	Jeden Samstag fährt die ganze Familie zum Supermarkt, um für die kommende Woche einzukaufen.	Ich muss noch einkaufen.
nachdenken	to think about / to reflect	8	90c90eaf111a8c57346b8731d3e7d38b	Er dachte lange über das Angebot nach, bevor er sich endlich für eine Zusage entschied.	Lass mich darüber nachdenken.
vorbereiten	to prepare	8	8be95221556575b0fafe651d3f178ffe	Sie bereitete das Abendessen vor, während die Kinder ihre Hausaufgaben machten.	Ich bereite mich auf die Prüfung vor.
teilnehmen	to participate / to take part	8	2745acef0accc152691b93c68b5ed45d	Über dreihundert Athleten nahmen an dem internationalen Wettkampf teil, der in diesem Jahr in Berlin stattfand.	Ich nehme am Kurs teil.
stattfinden	to take place	8	19984c6458a50318631611056166ddac	Das Konzert findet trotz des schlechten Wetters wie geplant im Freien statt.	Wann findet die Prüfung statt?
sich verabschieden	to say goodbye	8	30a3844e4dce7fd1e8b49a36d509b6dd	Er verabschiedete sich herzlich von seinen Kollegen, die ihm zum Abschied ein gemeinsames Geschenk überreichten.	Wir müssen uns verabschieden.
sich beeilen	to hurry	8	55549a0152e8093dcfd821e9f064bc82	Beeil dich, sonst verpassen wir den Zug, der in zehn Minuten vom Bahnhof abfährt!	Wir müssen uns beeilen.
zwingen	to force / to compel	8	e50c5c5923c7e681f9fbef8531549b7c	Niemand sollte gezwungen werden, etwas zu tun, das gegen seine Überzeugungen verstößt.	Du kannst mich nicht zwingen.
beeinflussen	to influence	8	ab3012572fc5d792d9a0f67f2fe44491	Die sozialen Medien beeinflussen die Meinungsbildung der Menschen in einem Ausmaß.	Das beeinflusst meine Entscheidung.
vermeiden	to avoid	8	395add8b021b31166cb0f4a6d2bd2ebf	Um Missverständnisse zu vermeiden, sollte man sich immer klar und deutlich ausdrücken.	Vermeide den Stau.
behandeln	to treat / to handle	8	4669cfe4cb35f3f47855409b91eb84ae	Der Arzt behandelte den Patienten mit einer neuen Therapiemethode, die vielversprechende Ergebnisse zeigte.	Behandle sie gut.
beobachten	to observe / to watch	8	6c7a7a45694895e5d5d8b48e35d42907	Der Biologe beobachtete die seltenen Vögel wochenlang, um ihr Verhalten in der freien Natur zu dokumentieren.	Ich beobachte die Vögel.
bestätigen	to confirm	8	f5a0da4b7e142e56aeb5587954890a4a	Die Untersuchungsergebnisse bestätigten den Verdacht des Arztes und ermöglichten eine gezielte Behandlung.	Können Sie den Termin bestätigen?
betreffen	to concern / to affect	8	3fa7e1ba0f424bc8f8685d36bb945c29	Die neuen Regelungen betreffen vor allem kleine und mittelständische Unternehmen.	Das betrifft mich nicht.
